PL,SKU,CATEGORY,SUB_CATEGORY
DELLX2_SUP_TON,X2214B,SUP,Toner
HP7Q_PC_Laptop,7Q6Z2PA,PC,Laptop
DELL4X_SUP_INK,4XY24B,SUP,Ink
HP6L_PC_Laptop,6L0K9PA,PC,Laptop
HPP2_SUP_INK,P2V25A,SUP,Ink
HPZ7_SUP_TON,Z7Y73A,SUP,Toner
HP8F_PC_Laptop,8F8Z3PA,PC,Laptop
DELL9G_PC_Laptop,9G7L2QB,PC,Laptop
HP67_SUP_INK,676M6A,SUP,Ink
HP1F_PH_IJ,1F3Y4A,PH,Inkjet
HPCF_SUP_TON,CF359A,SUP,Toner
HPZ9_SUP_TON,Z9M02A,SUP,Toner
DELLDO_SUP_INK,DO703BB,SUP,Ink
DELL7K_PC_Desktop,7K1Q6QB,PC,Desktop
HPM0_SUP_INK,M0H50AA,SUP,Ink
HPL0_SUP_INK,L0S57AA,SUP,Ink
HP3W_SUP_INK,3WX08A,SUP,Ink
DELL9I_PC_Laptop,9I549QB,PC,Laptop
DELL4X_SUP_INK,4XY26B,SUP,Ink
HP8F_PC_Laptop,8F6D3PA,PC,Laptop
DELLD3_SUP_INK,D3Q18BB,SUP,Ink
HP63_PC_Desktop,635X7PA,PC,Desktop
HPW1_SUP_TON,W1580X,SUP,Toner
HP77_PC_Laptop,77S54PA,PC,Laptop
DELL0E_PC_Laptop,0E4N8QB,PC,Laptop
DELL4K_SUP_INK,4KB93BB,SUP,Ink
DELLX2_SUP_TON,X2231B,SUP,Toner
HPB3_SUP_INK,B3P21A,SUP,Ink
DELL78_PC_Desktop,78X20QB,PC,Desktop
HPCF_SUP_TON,CF364A,SUP,Toner
